,Company,Bar_Name,Reference_Number,Review_Date,Cocoa_Percentage,Company_Location,Rating,Bean_Type,Country,Flavor_Rating,Clusters,Cluster_Color
224,Bonnat,Surfin,1418,2014,65.0,France,3.75,Unknown,"Venez,Africa,Brasil,Peru,Mex",Praiseworthy,0,Pink
225,Bonnat,Maragnam,1038,2013,75.0,France,3.5,Unknown,Brazil,Satisfactory,1,Light Purple
226,Bonnat,Gabon,1042,2013,75.0,France,3.25,Unknown,Gabon,Satisfactory,1,Light Purple
227,Bonnat,Cuba,629,2011,75.0,France,3.5,Trinitario,Cuba,Satisfactory,1,Light Purple
228,Bonnat,"Cusco, Cacao Cusco",629,2011,75.0,France,3.5,Unknown,Peru,Satisfactory,1,Light Purple
229,Bonnat,Piura Blanco,629,2011,75.0,France,3.5,Forastero (Nacional),Peru,Satisfactory,1,Light Purple
230,Bonnat,Libanio,629,2011,75.0,France,3.75,Unknown,Brazil,Praiseworthy,1,Light Purple
231,Bonnat,Haiti,629,2011,75.0,France,4.0,Unknown,Haiti,Premium,1,Light Purple
232,Bonnat,"Madagascar, 100% criollo",629,2011,75.0,France,4.0,Criollo,Madagascar,Premium,1,Light Purple
233,Bonnat,Juliana,672,2011,75.0,France,3.5,Unknown,Brazil,Satisfactory,1,Light Purple
234,Bonnat,Jamaique,761,2011,75.0,France,3.25,Trinitario,Jamaica,Satisfactory,1,Light Purple
235,Bonnat,Ivory Coast,331,2009,75.0,France,3.0,Unknown,Ivory Coast,Satisfactory,1,Light Purple
236,Bonnat,"Porcelana, Apotequil",336,2009,75.0,France,2.75,Criollo,Peru,Satisfactory,1,Light Purple
237,Bonnat,"Porcelana, Tabasco, Marfil de Blanco",336,2009,75.0,France,3.0,Criollo,Mexico,Satisfactory,1,Light Purple
238,Bonnat,"Xoconusco, cacao Real",395,2009,75.0,France,3.0,Criollo,Mexico,Satisfactory,1,Light Purple
239,Bonnat,"Porcelana, Venezuela",199,2008,75.0,France,4.0,Criollo (Porcelana),Venezuela,Premium,1,Light Purple
240,Bonnat,Equateur,123,2007,75.0,France,2.5,Forastero (Arriba),Ecuador,Disappointing,1,Light Purple
241,Bonnat,Trinite,24,2006,75.0,France,3.75,Trinitario,Carribean,Praiseworthy,1,Light Purple
242,Bonnat,"Ocumare, Puerto Cabello",32,2006,75.0,France,4.0,Unknown,Venezuela,Premium,1,Light Purple
243,Bonnat,"Maracaibo, El Rosario",48,2006,75.0,France,4.0,Criollo,Venezuela,Premium,1,Light Purple
244,Bonnat,Madagascar,75,2006,75.0,France,4.0,Trinitario,Madagascar,Premium,1,Light Purple
245,Bonnat,One Hundred,81,2006,100.0,France,1.5,Unknown,Unknown,Unpleasant,2,Dark Purple
246,Bonnat,Ceylan,81,2006,75.0,France,3.0,Unknown,Sri Lanka,Satisfactory,1,Light Purple
247,Bonnat,Chuao,81,2006,75.0,France,4.0,Trinitario,Venezuela,Premium,1,Light Purple
248,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,77.0,Ecuador,3.25,Forastero (Arriba),Ecuador,Satisfactory,1,Light Purple
249,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,100.0,Ecuador,1.5,Forastero (Arriba),Ecuador,Unpleasant,2,Dark Purple
250,Bowler Man,Maya Mountain,1267,2014,70.0,U.S.A.,2.75,Trinitario,Belize,Satisfactory,3,Black
251,Bowler Man,Conacado,1271,2014,70.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory,3,Black
252,Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,70.0,U.S.A.,3.5,Criollo,Venezuela,Satisfactory,3,Black
253,Brasstown aka It's Chocolate,"O'payo, Waslala",1868,2016,70.0,U.S.A.,3.75,Unknown,Nicaragua,Praiseworthy,3,Black
254,Brasstown aka It's Chocolate,Conacado,1462,2015,68.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy,3,Black
255,Brasstown aka It's Chocolate,Maya Mountain,1255,2014,70.0,U.S.A.,3.75,Trinitario,Belize,Praiseworthy,3,Black
256,Brasstown aka It's Chocolate,Chuao,1355,2014,70.0,U.S.A.,4.0,Trinitario,Venezuela,Premium,3,Black
257,Brasstown aka It's Chocolate,Cooproagro,1125,2013,72.0,U.S.A.,3.0,Trinitario,Dominican Republic,Satisfactory,3,Black
258,Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory,3,Black
259,Brasstown aka It's Chocolate,Ghana,1129,2013,75.0,U.S.A.,3.5,Forastero,Ghana,Satisfactory,1,Light Purple
260,Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85.0,U.S.A.,3.5,Trinitario,Venezuela,Satisfactory,2,Dark Purple
261,Brazen,Elvesia P.,1514,2015,60.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory,0,Pink
262,Brazen,Elvesia P.,1514,2015,80.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,1,Light Purple
263,Brazen,"Alta Verapaz, 2014",1514,2015,70.0,U.S.A.,3.5,Unknown,Guatemala,Satisfactory,3,Black
264,Brazen,Ambolikapiky P.,1518,2015,80.0,U.S.A.,2.75,Unknown,Madagascar,Satisfactory,1,Light Purple
265,Brazen,Maya Mountain,1518,2015,80.0,U.S.A.,3.25,Trinitario,Belize,Satisfactory,1,Light Purple
266,Brazen,Ambolikapkly P.,1518,2015,60.0,U.S.A.,3.25,Unknown,Madagascar,Satisfactory,0,Pink
267,Breeze Mill,Jamaica,1149,2013,70.0,U.S.A.,3.0,Trinitario,Jamaica,Satisfactory,3,Black
268,Bright,Somia Plantation,1231,2014,72.0,Australia,3.0,Trinitario,Madagascar,Satisfactory,3,Black
269,Bright,Marabel Farms,1231,2014,70.0,Australia,3.5,Unknown,Dominican Republic,Satisfactory,3,Black
270,Bright,"Camino Verde, Balao, Guayas",1231,2014,72.0,Australia,3.5,Unknown,Ecuador,Satisfactory,3,Black
271,Bright,Gran Couva,1235,2014,68.0,Australia,2.75,Trinitario,Trinidad and Tobago,Satisfactory,3,Black
272,Britarev,Ecuador,1638,2015,70.0,Russia,3.25,Unknown,Ecuador,Satisfactory,3,Black
273,Bronx Grrl Chocolate,Dominican Republic,1181,2013,68.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory,3,Black
274,Burnt Fork Bend,Trinidad,1299,2014,72.0,U.S.A.,3.25,Trinitario,Trinidad and Tobago,Satisfactory,3,Black
275,Burnt Fork Bend,Mindo,1299,2014,72.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory,3,Black
276,Burnt Fork Bend,Belize,1303,2014,72.0,U.S.A.,3.25,Trinitario,Belize,Satisfactory,3,Black
277,Burnt Fork Bend,Blend,1303,2014,72.0,U.S.A.,3.25,Blend,Unknown,Satisfactory,3,Black
278,Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,60.0,U.S.A.,2.5,Unknown,Ecuador,Disappointing,0,Pink
279,Cacao Arabuco,Puerto Rico,1606,2015,70.0,Puerto Rico,2.5,Unknown,Puerto Rico,Disappointing,3,Black
280,Cacao Atlanta,Tumbes,1215,2014,75.0,U.S.A.,2.5,Criollo,Peru,Disappointing,1,Light Purple
281,Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,75.0,U.S.A.,2.5,Unknown,Dominican Republic,Disappointing,1,Light Purple
282,Cacao Atlanta,Dominican Republic w/ nibs,502,2010,75.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory,1,Light Purple
283,Cacao Atlanta,Patanemo,600,2010,75.0,U.S.A.,2.25,Unknown,Venezuela,Disappointing,1,Light Purple
284,Cacao Barry,Grand 'Anse,1716,2016,65.0,France,3.5,"Trinitario, Criollo",Haiti,Satisfactory,0,Pink
285,Cacao Barry,Santo Domingo,586,2010,70.0,France,3.0,Unknown,Dominican Republic,Satisfactory,3,Black
286,Cacao Barry,Tanzania,300,2008,75.0,France,2.0,Unknown,United Republic of Tanzania,Unpleasant,1,Light Purple
287,Cacao Barry,Venezuela,141,2007,72.0,France,2.0,Unknown,Venezuela,Unpleasant,3,Black
288,Cacao Barry,Mexico,147,2007,66.0,France,3.0,Unknown,Mexico,Satisfactory,0,Pink
289,Cacao de Origen,Chuao,1688,2015,77.0,Venezuela,3.5,Trinitario,Venezuela,Satisfactory,1,Light Purple
290,Cacao de Origen,Rio Caribe,1692,2015,75.0,Venezuela,3.25,Trinitario,Venezuela,Satisfactory,1,Light Purple
291,Cacao de Origen,Agua Fria; Sucre region,1391,2014,75.0,Venezuela,2.5,Unknown,Venezuela,Disappointing,1,Light Purple
292,Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74.0,Venezuela,3.25,Unknown,Venezuela,Satisfactory,1,Light Purple
293,Cacao de Origen,"Chuao, Aragua region",1391,2014,75.0,Venezuela,3.5,Trinitario,Venezuela,Satisfactory,1,Light Purple
294,Cacao de Origen,"Chuao, Aragua region",1395,2014,70.0,Venezuela,3.75,Trinitario,Venezuela,Praiseworthy,3,Black
295,Cacao de Origin,Hacienda la Trinidad,1668,2015,74.0,Venezuela,3.25,Unknown,Venezuela,Satisfactory,1,Light Purple
296,Cacao Hunters,Macondo,1816,2016,71.0,Colombia,3.75,Unknown,Colombia,Praiseworthy,3,Black
297,Cacao Hunters,Perla Negra,1816,2016,74.0,Colombia,3.75,Unknown,Colombia,Praiseworthy,1,Light Purple
298,Cacao Hunters,Arhuacos,1662,2015,72.0,Colombia,3.75,Unknown,Colombia,Praiseworthy,3,Black
299,Cacao Hunters,Sierra Nevada,1430,2014,64.0,Colombia,3.5,Unknown,Colombia,Satisfactory,0,Pink
300,Cacao Hunters,Tumaco,1430,2014,70.0,Colombia,3.5,Unknown,Colombia,Satisfactory,3,Black
301,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69.0,Colombia,2.75,Unknown,Colombia,Satisfactory,3,Black
302,Cacao Hunters,Arauca,1434,2014,70.0,Colombia,3.25,Unknown,Colombia,Satisfactory,3,Black
303,Cacao Market,"Jutiapa, lot 050916D",1860,2016,70.0,U.S.A.,3.5,Trinitario,Honduras,Satisfactory,3,Black
304,Cacao Prieto,"Criollo, Dominican Republic",991,2012,72.0,U.S.A.,3.75,Criollo,Dominican Republic,Praiseworthy,3,Black
305,Cacao Prieto,"Dominican Republicm, rustic",641,2011,72.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory,3,Black
306,Cacao Prieto,Dominican Republic,641,2011,66.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy,0,Pink
307,Cacao Prieto,"Dominican Republic, rustic",647,2011,65.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,0,Pink
308,Cacao Sampaka,"Mahali, Kasai",1908,2016,70.0,Spain,3.5,Criollo,Congo,Satisfactory,3,Black
309,Cacao Sampaka,Madagascar,508,2010,71.0,Spain,3.5,Trinitario,Madagascar,Satisfactory,3,Black
310,Cacao Sampaka,Ecuador,523,2010,71.0,Spain,3.75,Unknown,Ecuador,Praiseworthy,3,Black
311,Cacao Sampaka,Papua,523,2010,71.0,Spain,4.0,Unknown,Papua New Guinea,Premium,3,Black
312,Cacao Sampaka,Grenada,537,2010,71.0,Spain,3.25,Trinitario,Grenada,Satisfactory,3,Black
313,Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5,Unknown,Venezuela,Satisfactory,3,Black
314,Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5,Unknown,Venezuela,Satisfactory,1,Light Purple
315,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70.0,Spain,4.0,Criollo,Mexico,Premium,3,Black
316,Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70.0,Spain,4.0,Criollo,Mexico,Premium,3,Black
317,Cacao Store,Madagascar,1684,2015,70.0,Japan,3.0,Trinitario,Madagascar,Satisfactory,3,Black
318,Cacao Store,Peru,1684,2015,70.0,Japan,3.25,Unknown,Peru,Satisfactory,3,Black
319,Cacao Store,Vietnam,1684,2015,70.0,Japan,3.5,Trinitario,Vietnam,Satisfactory,3,Black
320,Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70.0,Peru,3.25,Unknown,Peru,Satisfactory,3,Black
321,Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Satisfactory,0,Pink
322,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Satisfactory,3,Black
323,Cacaoyere (Ecuatoriana),Bolivar,245,2008,82.0,Ecuador,2.5,Forastero (Arriba),Ecuador,Disappointing,1,Light Purple
324,Cacaoyere (Ecuatoriana),Pichincha,259,2008,91.0,Ecuador,1.5,Forastero (Arriba),Ecuador,Unpleasant,2,Dark Purple
325,Callebaut,Grenade,296,2008,60.0,Belgium,2.75,Trinitario,Grenada,Satisfactory,0,Pink
326,Callebaut,Baking,141,2007,70.0,Belgium,1.0,Unknown,Ecuador,Unpleasant,3,Black
327,C-Amaro,Cuba,1442,2014,75.0,Italy,2.5,Unknown,Cuba,Disappointing,1,Light Purple
328,C-Amaro,Dominican Republic,1442,2014,72.0,Italy,3.0,Unknown,Dominican Republic,Satisfactory,3,Black
329,C-Amaro,"Lago di Como, Blu",1442,2014,70.0,Italy,3.5,Blend,Unknown,Satisfactory,3,Black
330,C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5,Unknown,Ecuador,Satisfactory,2,Dark Purple
331,C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,Unknown,Venezuela,Satisfactory,1,Light Purple
332,C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,Forastero,São Tomé and Príncipe,Disappointing,1,Light Purple
333,C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,Trinitario,Trinidad and Tobago,Disappointing,3,Black
334,Cao,Porcelana,1804,2016,75.0,U.S.A.,2.5,Criollo,Venezuela,Disappointing,1,Light Purple
335,Cao,Tanzania,1804,2016,73.0,U.S.A.,2.75,Unknown,United Republic of Tanzania,Satisfactory,3,Black
336,Cao,"Porcelana, Batch 5163",1804,2016,70.0,U.S.A.,3.0,Criollo,Venezuela,Satisfactory,3,Black
337,Cao,Bolivia,1808,2016,75.0,U.S.A.,3.0,Unknown,Bolivia,Satisfactory,1,Light Purple
338,Cao,Brazil,1808,2016,70.0,U.S.A.,3.25,Trinitario,Brazil,Satisfactory,3,Black
339,Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero (Arriba),Ecuador,Unpleasant,1,Light Purple
340,Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero (Arriba),Ecuador,Disappointing,1,Light Purple
341,Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero (Arriba),Ecuador,Satisfactory,1,Light Purple
342,Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero (Arriba),Ecuador,Satisfactory,0,Pink
343,Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero (Arriba),Ecuador,Satisfactory,0,Pink
344,Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Satisfactory,0,Pink
345,Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea,Satisfactory,3,Black
346,Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,Unknown,Papua New Guinea,Praiseworthy,3,Black
347,Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,Unknown,Guatemala,Satisfactory,3,Black
348,Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,Unknown,Costa Rica,Satisfactory,3,Black
349,Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,Unknown,Costa Rica,Satisfactory,3,Black
350,Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica,Satisfactory,3,Black
351,Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica,Satisfactory,1,Light Purple
352,Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia,Satisfactory,0,Pink
353,Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,Satisfactory,0,Pink
354,Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,Satisfactory,0,Pink
355,Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia,Satisfactory,0,Pink
356,Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia,Satisfactory,0,Pink
357,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,U.S.A.,4.0,Trinitario,Belize,Premium,3,Black
358,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,U.S.A.,3.5,Trinitario,Honduras,Satisfactory,3,Black
359,Castronovo,"Duarte, Batch 360",1570,2015,70.0,U.S.A.,3.75,"Criollo, Trinitario",Dominican Republic,Praiseworthy,3,Black
360,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,U.S.A.,3.5,Unknown,Venezuela,Satisfactory,3,Black
361,Castronovo,Sierra Nevada,1347,2014,72.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia,Satisfactory,3,Black
362,Castronovo,Arauca,1371,2014,76.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia,Satisfactory,1,Light Purple
363,Castronovo,Elvesia P.,1407,2014,70.0,U.S.A.,2.75,Trinitario,Dominican Republic,Satisfactory,3,Black
364,Castronovo,Bolivia,1101,2013,70.0,U.S.A.,3.0,Trinitario,Bolivia,Satisfactory,3,Black
365,Castronovo,Conacado,1101,2013,73.0,U.S.A.,3.5,Trinitario,Dominican Republic,Satisfactory,3,Black
366,Castronovo,San Martin,1105,2013,70.0,U.S.A.,2.5,Criollo,Peru,Disappointing,3,Black
367,Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,U.S.A.,3.25,Unknown,Venezuela,Satisfactory,3,Black
368,Castronovo,Nicaragua,1109,2013,72.0,U.S.A.,3.25,Trinitario,Nicaragua,Satisfactory,3,Black
369,Castronovo,Tumbes,1153,2013,70.0,U.S.A.,2.75,Criollo,Peru,Satisfactory,3,Black
370,Castronovo,Guaniamo,1153,2013,72.0,U.S.A.,3.0,Unknown,Venezuela,Satisfactory,3,Black
371,Cello,Ecuador,1247,2014,70.0,U.S.A.,2.5,Unknown,Ecuador,Disappointing,3,Black
372,Cello,Peru,1247,2014,70.0,U.S.A.,2.75,Unknown,Peru,Satisfactory,3,Black
373,Cello,Venezuela,1251,2014,70.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory,3,Black
374,Cello,Bolivia,1251,2014,70.0,U.S.A.,3.0,Unknown,Bolivia,Satisfactory,3,Black
375,Cemoi,Equateur,404,2009,72.0,France,2.75,Unknown,Ecuador,Satisfactory,3,Black
376,Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,Forastero,Uganda,Satisfactory,3,Black
377,Charm School,Maya Mtn,1900,2016,70.0,U.S.A.,3.25,Unknown,Belize,Satisfactory,3,Black
378,Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador,Satisfactory,0,Pink
379,Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,Satisfactory,1,Light Purple
380,Chequessett,la Amistad,1235,2014,70.0,U.S.A.,3.5,Unknown,Costa Rica,Satisfactory,3,Black
381,Chloe Chocolat,Blend No. 1,672,2011,70.0,France,3.5,Unknown,Unknown,Satisfactory,3,Black
382,Chocablog,Ecuador,1454,2015,70.0,U.K.,3.25,Unknown,Ecuador,Satisfactory,3,Black
383,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,Belize,Satisfactory,1,Light Purple
384,Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,Belize,Satisfactory,1,Light Purple
385,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam,Satisfactory,3,Black
386,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,Malaysia,Satisfactory,3,Black
387,Chocolarder,Peru,1482,2015,65.0,U.K.,2.5,Criollo,Peru,Disappointing,0,Pink
388,Chocolarder,Peru + nibs,1482,2015,65.0,U.K.,2.75,Criollo,Peru,Satisfactory,0,Pink
389,Chocolarder,Dominican Republic,1514,2015,80.0,U.K.,2.5,Unknown,Dominican Republic,Disappointing,1,Light Purple
390,Chocola'te,Madagascar,647,2011,70.0,U.S.A.,3.75,Trinitario,Madagascar,Praiseworthy,3,Black
391,Chocola'te,Venezuela,647,2011,68.0,U.S.A.,3.75,Unknown,Venezuela,Praiseworthy,3,Black
392,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,U.S.A.,2.5,Unknown,Peru,Disappointing,2,Dark Purple
393,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,U.S.A.,2.5,Unknown,Unknown,Disappointing,1,Light Purple
394,Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,U.S.A.,2.5,Unknown,Bolivia,Disappointing,3,Black
395,Chocolate Con Amor,Uganda,1760,2016,70.0,U.S.A.,2.75,Unknown,Uganda,Satisfactory,3,Black
396,Chocolate Con Amor,Dominican Republic,1764,2016,60.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory,0,Pink
397,Chocolate Con Amor,Dominican Republic,1764,2016,75.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory,1,Light Purple
398,Chocolate Con Amor,Ocumare,1764,2016,80.0,U.S.A.,3.0,Criollo (Ocumare),Venezuela,Satisfactory,1,Light Purple
399,Chocolate Con Amor,Ecuador,1764,2016,70.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory,3,Black
400,Chocolate Con Amor,Nicaragua,1768,2016,80.0,U.S.A.,2.75,Unknown,Nicaragua,Satisfactory,1,Light Purple
401,Chocolate Conspiracy,Peru,1259,2014,74.0,U.S.A.,2.75,Unknown,Peru,Satisfactory,1,Light Purple
402,Chocolate Makers,Tres Hombres,1530,2015,75.0,Amsterdam,3.25,Trinitario,Dominican Republic,Satisfactory,1,Light Purple
403,Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Amsterdam,3.5,Forastero,Congo,Satisfactory,3,Black
404,Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Amsterdam,3.75,Criollo,Peru,Praiseworthy,1,Light Purple
405,"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,Forastero (Nacional),Peru,Praiseworthy,3,Black
406,"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,Trinitario,Venezuela,Praiseworthy,1,Light Purple
407,"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,Forastero (Nacional),Peru,Praiseworthy,3,Black
408,"Chocolate Tree, The",Ecuador,919,2012,82.0,Scotland,2.5,Forastero (Arriba),Ecuador,Disappointing,1,Light Purple
409,"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,Criollo,Peru,Satisfactory,3,Black
410,"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,Criollo,Madagascar,Satisfactory,3,Black
411,Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,Mexico,Disappointing,3,Black
412,ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela,Satisfactory,1,Light Purple
413,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,Unknown,Mexico,Satisfactory,0,Pink
414,Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,Mexico,Satisfactory,3,Black
415,Chocovic,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,Madagascar,Satisfactory,3,Black
416,Chocovic,Kendari,439,2009,60.0,Spain,3.25,Unknown,Unknown,Satisfactory,0,Pink
417,Chocovic,Tarakan,439,2009,75.0,Spain,3.25,Unknown,Unknown,Satisfactory,1,Light Purple
418,Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela,Satisfactory,3,Black
419,Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero (Arriba),Ecuador,Disappointing,3,Black
420,Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada,Disappointing,3,Black
421,Chocovic,Maragda,117,2007,70.0,Spain,3.0,Blend,Unknown,Satisfactory,3,Black
422,Chocovivo,Tabasco,1522,2015,65.0,U.S.A.,2.5,Trinitario,Mexico,Disappointing,0,Pink
423,Chocovivo,Tabasco,1522,2015,75.0,U.S.A.,2.5,Trinitario,Mexico,Disappointing,1,Light Purple
424,Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,Disappointing,1,Light Purple
425,Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico,Satisfactory,3,Black
426,Choklat,Brazilian,377,2009,70.0,Canada,3.0,Unknown,Brazil,Satisfactory,3,Black
427,Choklat,Brazilian,377,2009,80.0,Canada,3.0,Unknown,Brazil,Satisfactory,1,Light Purple
428,Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,Satisfactory,3,Black
429,Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,Unknown,Martinique,Satisfactory,0,Pink
430,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,Unknown,Mexico,Satisfactory,1,Light Purple
431,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero (Nacional),Peru,Praiseworthy,3,Black
432,Chuao Chocolatier,Choroni,445,2009,61.0,U.S.A.,3.0,Criollo,Venezuela,Satisfactory,0,Pink
433,Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,U.S.A.,2.75,Trinitario,Venezuela,Satisfactory,1,Light Purple
434,Claudio Corallo,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Forastero,São Tomé and Príncipe,Praiseworthy,1,Light Purple
435,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,São Tomé and Príncipe,Satisfactory,1,Light Purple
436,Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,São Tomé and Príncipe,Premium,1,Light Purple
437,Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,São Tomé and Príncipe,Unpleasant,2,Dark Purple
438,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory,3,Black
439,Coleman & Davis,Sambirano,1646,2015,75.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory,1,Light Purple
440,Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,Unknown,Venezuela,Satisfactory,3,Black
441,Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,Satisfactory,1,Light Purple
442,Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,Unknown,Bolivia,Satisfactory,3,Black
